SN,x,y,species,code,dia_cm,height_m,class
18408,307593,3035813,Adina cardifolia,,91,17,3
18409,307648,3035713,Albizia spp,,31,15,2
18410,306968,3035984,Alnus nepalensis,,79,17,2
18411,307680,3035330,Anogeissus latifolia,,49,27,1
18412,307609,3035244,Bombax ceiba,,36,20,4
18413,307486,3035754,Cedrela toona,,63,30,3
18414,306968,3035213,Dalbergia sissoo,,33,22,3
18415,307127,3035526,Eugenia Jambolana,,65,16,3
18416,307869,3035280,Hymenodictyon excelsum,,62,26,1
18417,307187,3035490,Lagerstroemia parviflora,,57,30,1
18418,307183,3035938,Michelia champaca,,98,22,2
18419,307716,3035347,Pinus roxburghii,,56,29,4
18420,307326,3036188,Pinus wallichiana,,74,15,2
18421,307332,3035344,Quercus spp,,92,20,1
18422,307173,3035204,Schima wallichii,,68,27,1
18423,306947,3035379,Shorea robusta,,37,30,3
18424,307266,3036101,Terminalia alata,,64,15,4
18425,307855,3035484,Trewia nudiflora,,89,24,1
18426,307569,3035282,Tsuga spp,,37,18,2
18427,306898,3035639,Terai spp,,54,27,2
18428,307801,3035287,Hill spp,,52,17,4
18429,307532,3035812,Abies spp,,47,22,2
18430,307133,3035753,Acacia catechu,,25,25,2
18431,307386,3034884,Adina cardifolia,,25,25,2
18432,307471,3035707,Albizia spp,,78,21,4
18433,307492,3035352,Alnus nepalensis,,31,24,1
18434,307371,3035903,Anogeissus latifolia,,97,20,3
18435,307064,3035499,Bombax ceiba,,81,29,1
18436,307444,3035139,Cedrela toona,,20,23,1
18437,307143,3035292,Dalbergia sissoo,,41,25,1
18438,307403,3034932,Eugenia Jambolana,,67,22,1
18439,307087,3035804,Hymenodictyon excelsum,,42,18,3
18440,307378,3034886,Lagerstroemia parviflora,,46,30,4
18441,307677,3035407,Michelia champaca,,46,15,1
18442,307008,3035391,Pinus roxburghii,,78,22,4
18443,307349,3035874,Pinus wallichiana,,50,29,2
18444,307830,3035497,Quercus spp,,57,21,2
18445,307425,3034920,Schima wallichii,,90,30,2
18446,307229,3035628,Shorea robusta,,74,26,1
18447,307255,3035727,Terminalia alata,,96,15,4
18448,307403,3035138,Trewia nudiflora,,100,26,4
18449,307465,3035186,Tsuga spp,,30,27,4
18450,307155,3035295,Terai spp,,27,20,1
18451,307179,3035605,Hill spp,,94,20,4
18452,307442,3034867,Abies spp,,56,25,2
18453,307388,3035646,Acacia catechu,,48,19,1
18454,307344,3035957,Adina cardifolia,,58,18,2
18455,307761,3035727,Albizia spp,,65,16,1
18456,307064,3035545,Alnus nepalensis,,95,20,1
18457,307583,3035503,Anogeissus latifolia,,45,26,2
18458,307432,3035917,Bombax ceiba,,55,27,1
18459,307275,3035972,Cedrela toona,,26,28,1
18460,307038,3035950,Abies spp,,34,25,3
18461,307440,3035005,Acacia catechu,,29,19,4
18462,306968,3035620,Adina cardifolia,,32,29,4
18463,307718,3035375,Albizia spp,,85,21,2
18464,307144,3035686,Alnus nepalensis,,87,26,2
18465,307897,3035478,Anogeissus latifolia,,44,21,3
18466,307690,3035733,Bombax ceiba,,99,25,1
18467,307708,3035662,Cedrela toona,,27,22,3
18468,307782,3035658,Dalbergia sissoo,,66,18,3
18469,307599,3035674,Eugenia Jambolana,,78,18,1
18470,307540,3035666,Hymenodictyon excelsum,,43,21,3
18471,307114,3036045,Lagerstroemia parviflora,,33,29,4
18472,306950,3035825,Michelia champaca,,79,19,1
18473,307125,3035709,Pinus roxburghii,,63,25,4
18474,307100,3035259,Pinus wallichiana,,35,26,1
18475,307418,3035620,Quercus spp,,91,27,2
18476,307039,3035349,Schima wallichii,,79,26,4
18477,307292,3035779,Shorea robusta,,81,28,4
18478,307268,3036226,Terminalia alata,,37,25,4
18479,307436,3035536,Trewia nudiflora,,70,29,4
18480,307102,3035911,Tsuga spp,,99,28,1
18481,307024,3035741,Terai spp,,45,27,3
18482,307735,3035494,Hill spp,,34,22,2
18483,307854,3035376,Abies spp,,22,22,2
18484,307306,3035426,Acacia catechu,,83,20,1
18485,307106,3035344,Adina cardifolia,,86,29,3
18486,307361,3036044,Albizia spp,,54,18,3
18487,307555,3035223,Alnus nepalensis,,62,18,3
18488,307611,3035335,Anogeissus latifolia,,19,28,2
18489,307612,3035502,Bombax ceiba,,68,26,2
18490,307191,3035896,Cedrela toona,,69,19,3
18491,307181,3035813,Dalbergia sissoo,,57,20,1
18492,307221,3035176,Eugenia Jambolana,,40,25,2
18493,307027,3035318,Hymenodictyon excelsum,,77,19,2
18494,307484,3034923,Lagerstroemia parviflora,,61,29,4
18495,307506,3035071,Michelia champaca,,78,30,4
18496,306987,3035599,Pinus roxburghii,,56,28,3
18497,307188,3035737,Pinus wallichiana,,61,22,1
18498,307075,3035951,Quercus spp,,91,27,3
18499,307541,3035823,Schima wallichii,,73,18,3
18500,307116,3035212,Shorea robusta,,26,24,2
18501,306948,3035651,Terminalia alata,,92,22,2
18502,307463,3035067,Trewia nudiflora,,91,18,3
18503,307519,3035231,Tsuga spp,,13,20,4
18504,307608,3035560,Terai spp,,79,30,3
18505,307257,3035683,Hill spp,,19,22,2
18506,306983,3035286,Abies spp,,10,19,2
18507,307679,3035257,Acacia catechu,,76,22,4
18508,307857,3035384,Adina cardifolia,,69,22,4
18509,307386,3035597,Albizia spp,,71,20,4
18510,307409,3035543,Alnus nepalensis,,15,28,3
18511,307036,3035714,Anogeissus latifolia,,76,15,4
18512,307604,3035413,Bombax ceiba,,97,23,4
18513,307489,3035049,Cedrela toona,,66,26,3
18514,307375,3035504,Abies spp,,16,18,2
18515,307074,3035215,Acacia catechu,,79,19,2
18516,306831,3035650,Adina cardifolia,,99,21,3
18517,307261,3036062,Albizia spp,,32,19,3
18518,307565,3035432,Alnus nepalensis,,81,28,2
18519,307819,3035520,Anogeissus latifolia,,80,29,2
18520,307006,3035519,Bombax ceiba,,40,17,4
18521,307688,3035292,Cedrela toona,,28,23,3
18522,307465,3035385,Dalbergia sissoo,,43,30,2
18523,307381,3035841,Eugenia Jambolana,,34,22,3
18524,307571,3035668,Hymenodictyon excelsum,,49,25,1
18525,307344,3035571,Lagerstroemia parviflora,,49,25,3
18526,307371,3034828,Michelia champaca,,76,28,2
18527,307374,3035489,Pinus roxburghii,,50,15,1
18528,307680,3035139,Pinus wallichiana,,78,28,1
18529,307021,3035649,Quercus spp,,35,19,2
18530,307442,3035884,Schima wallichii,,63,22,2
18531,307471,3035082,Shorea robusta,,81,23,4
18532,307386,3035559,Terminalia alata,,25,17,2
18533,307492,3035737,Trewia nudiflora,,62,20,3
18534,307054,3035886,Tsuga spp,,41,27,2
18535,307065,3035652,Terai spp,,23,27,1
18536,307113,3035849,Hill spp,,100,16,3
18537,307298,3035363,Abies spp,,19,16,2
18538,306954,3035667,Acacia catechu,,22,27,2
18539,307323,3035413,Adina cardifolia,,71,28,1
18540,307590,3035623,Albizia spp,,39,23,1
18541,307196,3035184,Abies spp,,72,17,1
18542,307331,3036058,Acacia catechu,,36,25,3
18543,307679,3035519,Adina cardifolia,,15,18,4
18544,307266,3036215,Albizia spp,,61,27,2
18545,307279,3035853,Alnus nepalensis,,97,25,1
18546,307474,3035291,Anogeissus latifolia,,20,27,4
18547,307231,3035218,Bombax ceiba,,24,28,2
18548,307408,3034943,Cedrela toona,,71,16,1
18549,307016,3035761,Dalbergia sissoo,,55,16,2
18550,307216,3035459,Eugenia Jambolana,,86,19,4
18551,307282,3035307,Hymenodictyon excelsum,,88,28,1
18552,307177,3035442,Lagerstroemia parviflora,,97,23,2
18553,307087,3036046,Michelia champaca,,17,20,4
18554,307396,3035216,Pinus roxburghii,,90,27,2
18555,307554,3035056,Pinus wallichiana,,88,25,4
18556,307075,3036083,Quercus spp,,24,26,3
18557,307102,3035640,Schima wallichii,,20,18,3
18558,307569,3035275,Shorea robusta,,74,18,2
18559,307541,3035577,Terminalia alata,,54,24,4
18560,307448,3035249,Trewia nudiflora,,17,22,3
18561,307785,3035374,Tsuga spp,,71,17,4
18562,307231,3035886,Terai spp,,42,23,2
18563,307218,3035906,Hill spp,,37,29,3
18564,307625,3035454,Abies spp,,80,24,4
18565,307260,3035737,Acacia catechu,,96,30,2
18566,307418,3035959,Adina cardifolia,,34,16,2
18567,307357,3034740,Albizia spp,,38,18,1
18568,307742,3035423,Alnus nepalensis,,45,26,1
18569,307711,3035579,Anogeissus latifolia,,66,27,4
18570,307028,3035522,Bombax ceiba,,59,29,1
18571,306926,3035262,Cedrela toona,,29,17,4
18572,307599,3035178,Dalbergia sissoo,,95,16,2
18573,307087,3035987,Eugenia Jambolana,,86,26,4
18574,307180,3035793,Hymenodictyon excelsum,,92,17,4
18575,307486,3035746,Lagerstroemia parviflora,,50,22,4
18576,307640,3035104,Michelia champaca,,89,22,2
18577,306940,3035385,Pinus roxburghii,,34,28,1
18578,307237,3035513,Pinus wallichiana,,37,29,2
18579,307641,3035510,Quercus spp,,21,20,2
18580,307406,3034996,Schima wallichii,,100,23,1
18581,307083,3035600,Shorea robusta,,56,20,3
18582,307093,3035789,Terminalia alata,,14,23,1
18583,307678,3035400,Trewia nudiflora,,67,20,2
18584,307919,3035403,Tsuga spp,,87,25,1
18585,307495,3035651,Terai spp,,64,17,3
18586,307102,3035529,Hill spp,,49,28,4
18587,307214,3035729,Abies spp,,28,30,2
18588,307052,3035436,Acacia catechu,,20,24,4
18589,307292,3035206,Adina cardifolia,,30,16,1
18590,307071,3035435,Albizia spp,,57,15,1
18591,307398,3034771,Alnus nepalensis,,75,17,1
18592,307380,3035424,Anogeissus latifolia,,91,30,2
18593,307131,3035610,Bombax ceiba,,63,28,4
18594,307365,3035831,Cedrela toona,,65,22,2
18595,307131,3035182,Abies spp,,67,25,3
18596,307494,3035005,Acacia catechu,,39,16,2
18597,307131,3035481,Adina cardifolia,,11,21,4
18598,307629,3035514,Albizia spp,,30,23,2
18599,307908,3035448,Alnus nepalensis,,66,15,3
18600,307077,3035867,Anogeissus latifolia,,86,29,4
18601,307068,3035950,Bombax ceiba,,63,19,4
18602,307095,3035325,Cedrela toona,,34,19,3
18603,306911,3035319,Dalbergia sissoo,,66,16,4
18604,307351,3034717,Eugenia Jambolana,,12,16,2
18605,307714,3035534,Hymenodictyon excelsum,,11,28,3
18606,307055,3035938,Lagerstroemia parviflora,,75,20,4
18607,306881,3035291,Michelia champaca,,71,19,2
18608,307244,3035762,Pinus roxburghii,,24,19,1
18609,307465,3035826,Pinus wallichiana,,80,27,4
18610,307397,3035541,Quercus spp,,36,29,3
18611,307391,3035954,Schima wallichii,,68,29,1
18612,307025,3035871,Shorea robusta,,32,22,3
18613,306954,3035377,Terminalia alata,,17,23,4
18614,307785,3035345,Trewia nudiflora,,71,24,3
18615,306971,3035375,Tsuga spp,,93,23,4
18616,307711,3035375,Terai spp,,54,29,4
18617,307484,3035410,Hill spp,,35,28,4
18618,306920,3035305,Abies spp,,59,24,1
18619,306966,3035269,Acacia catechu,,49,19,1
18620,306942,3035165,Adina cardifolia,,59,29,1
18621,307418,3035050,Albizia spp,,54,30,2
18622,307055,3035351,Alnus nepalensis,,30,30,1
18623,307344,3035735,Anogeissus latifolia,,47,25,3
18624,307166,3035997,Bombax ceiba,,67,24,1
18625,307639,3035084,Cedrela toona,,52,25,3
18626,307589,3035708,Dalbergia sissoo,,14,26,4
18627,307070,3035787,Eugenia Jambolana,,14,16,1
18628,307058,3035255,Hymenodictyon excelsum,,39,17,2
18629,307196,3035549,Lagerstroemia parviflora,,32,28,1
18630,307442,3034876,Michelia champaca,,37,16,2
18631,307201,3035906,Pinus roxburghii,,63,21,2
18632,307399,3035065,Pinus wallichiana,,57,18,1
18633,307496,3035343,Quercus spp,,37,22,2
18634,307494,3035244,Schima wallichii,,43,18,1
18635,307834,3035443,Shorea robusta,,13,24,2
18636,307375,3035506,Terminalia alata,,72,17,1
18637,307547,3035641,Trewia nudiflora,,13,18,2
18638,307897,3035388,Tsuga spp,,50,22,3
18639,307223,3036080,Terai spp,,58,16,2
18640,307414,3036016,Hill spp,,74,25,3
18641,307393,3035518,Abies spp,,99,24,1
18642,307616,3035681,Acacia catechu,,76,26,4
18643,306978,3035557,Adina cardifolia,,90,17,1
18644,307430,3035061,Albizia spp,,63,30,2
18645,307204,3035661,Alnus nepalensis,,77,17,1
18646,307345,3035662,Anogeissus latifolia,,88,19,3
18647,307389,3036054,Bombax ceiba,,68,22,2
18648,306905,3035582,Cedrela toona,,54,30,4
18649,307849,3035534,Abies spp,,43,26,1
18650,306938,3035806,Acacia catechu,,83,29,4
18651,307698,3035186,Adina cardifolia,,54,23,1
18652,307738,3035358,Albizia spp,,68,29,2
18653,307577,3035419,Alnus nepalensis,,11,17,1
18654,307530,3035000,Anogeissus latifolia,,54,30,2
18655,307175,3035441,Bombax ceiba,,92,17,2
18656,307459,3034925,Cedrela toona,,77,15,1
18657,307064,3035677,Dalbergia sissoo,,68,19,1
18658,307669,3035377,Eugenia Jambolana,,13,26,1
18659,306884,3035767,Hymenodictyon excelsum,,87,23,2
18660,307813,3035275,Lagerstroemia parviflora,,51,26,3
18661,307288,3035816,Michelia champaca,,35,21,4
18662,307755,3035514,Pinus roxburghii,,41,24,1
18663,307319,3034846,Pinus wallichiana,,36,21,3
18664,307434,3035770,Quercus spp,,16,29,1
18665,307427,3035463,Schima wallichii,,17,26,3
18666,307796,3035209,Shorea robusta,,24,24,2
18667,307498,3035541,Terminalia alata,,41,28,4
18668,307612,3035419,Trewia nudiflora,,84,29,4
18669,307682,3035159,Tsuga spp,,79,16,2
18670,307406,3035980,Terai spp,,78,27,2
18671,306881,3035564,Hill spp,,62,19,2
18672,307404,3034884,Abies spp,,53,21,2
18673,307401,3035452,Acacia catechu,,24,23,4
18674,307329,3035923,Adina cardifolia,,84,29,2
18675,307154,3036088,Albizia spp,,33,25,2
18676,306950,3035623,Alnus nepalensis,,55,24,1
18677,307501,3035167,Anogeissus latifolia,,26,24,3
18678,307215,3035398,Bombax ceiba,,83,27,3
18679,307622,3035597,Cedrela toona,,32,16,4
18680,307886,3035359,Dalbergia sissoo,,29,24,2
18681,307503,3035176,Eugenia Jambolana,,78,21,2
18682,307441,3035332,Hymenodictyon excelsum,,55,27,4
18683,307473,3034912,Lagerstroemia parviflora,,53,19,3
18684,306869,3035601,Michelia champaca,,19,21,2
18685,307384,3035423,Pinus roxburghii,,76,19,3
18686,307551,3034967,Pinus wallichiana,,71,28,1
18687,307604,3035042,Quercus spp,,78,26,3
18688,307400,3036043,Schima wallichii,,54,19,1
18689,307296,3036092,Shorea robusta,,81,27,2
18690,307293,3035444,Terminalia alata,,23,17,3
18691,307646,3035591,Trewia nudiflora,,19,23,2
18692,307891,3035295,Tsuga spp,,94,20,4
18693,307239,3036034,Terai spp,,15,26,4
18694,307514,3035758,Hill spp,,43,28,2
18695,307664,3035231,Abies spp,,41,25,1
18696,307353,3035579,Acacia catechu,,42,17,1
18697,307421,3035338,Adina cardifolia,,24,19,2
18698,307522,3035184,Albizia spp,,43,21,2
18699,307330,3035564,Alnus nepalensis,,10,18,4
18700,307609,3035794,Anogeissus latifolia,,23,22,1
18701,307018,3035190,Bombax ceiba,,64,24,1
18702,307023,3035477,Cedrela toona,,42,29,1
18703,307435,3035783,Abies spp,,26,19,1
18704,307181,3035984,Acacia catechu,,45,25,2
18705,306909,3035934,Adina cardifolia,,59,21,4
18706,307150,3035486,Albizia spp,,36,27,3
18707,307267,3036022,Alnus nepalensis,,75,25,4
18708,307543,3035629,Anogeissus latifolia,,40,21,2
18709,307048,3035250,Bombax ceiba,,22,27,4
18710,307637,3035094,Cedrela toona,,93,30,2
18711,307555,3035641,Dalbergia sissoo,,63,15,1
18712,307315,3035412,Eugenia Jambolana,,51,24,1
18713,306920,3035639,Hymenodictyon excelsum,,35,16,2
18714,307113,3035422,Lagerstroemia parviflora,,63,18,4
18715,307622,3035614,Michelia champaca,,52,28,1
18716,307010,3035930,Pinus roxburghii,,30,28,2
18717,307827,3035443,Pinus wallichiana,,73,17,3
18718,307110,3035730,Quercus spp,,84,25,4
18719,306839,3035618,Schima wallichii,,17,28,2
18720,307463,3035167,Shorea robusta,,64,25,1
18721,307003,3035598,Terminalia alata,,80,24,1
18722,307384,3035564,Trewia nudiflora,,49,17,4
18723,307208,3035977,Tsuga spp,,97,30,1
18724,307339,3035981,Terai spp,,69,22,1
18725,307380,3035811,Hill spp,,67,16,1
18726,307005,3035405,Abies spp,,51,21,4
18727,306906,3035622,Acacia catechu,,72,20,2
18728,307391,3035060,Adina cardifolia,,57,30,1
18729,307733,3035326,Albizia spp,,59,22,2
18730,307531,3035375,Alnus nepalensis,,55,17,2
18731,307420,3035809,Anogeissus latifolia,,16,25,4
18732,307125,3035454,Bombax ceiba,,20,25,1
18733,307053,3035509,Cedrela toona,,31,23,1
18734,307660,3035409,Dalbergia sissoo,,13,15,1
18735,307134,3035981,Eugenia Jambolana,,93,27,3
18736,307560,3035833,Hymenodictyon excelsum,,49,30,3
18737,307066,3035417,Lagerstroemia parviflora,,11,25,4
18738,306897,3035621,Michelia champaca,,55,26,4
18739,307152,3035621,Pinus roxburghii,,97,26,1
18740,307575,3035792,Pinus wallichiana,,78,26,3
18741,307397,3034962,Quercus spp,,13,15,3
18742,307427,3035576,Schima wallichii,,99,16,3
18743,306901,3035679,Shorea robusta,,12,16,4
18744,307357,3034856,Terminalia alata,,17,16,4
18745,307028,3035950,Trewia nudiflora,,79,25,2
18746,307369,3035760,Tsuga spp,,68,28,4
18747,307472,3034871,Terai spp,,52,28,2
18748,307386,3034908,Hill spp,,92,21,4
18749,307256,3035998,Abies spp,,15,23,1
18750,306986,3035718,Acacia catechu,,99,20,3
18751,307204,3035676,Adina cardifolia,,51,15,2
18752,307286,3035594,Albizia spp,,14,16,4
18753,307074,3036069,Alnus nepalensis,,83,15,4
18754,307445,3035070,Anogeissus latifolia,,72,24,2
18755,307215,3035489,Bombax ceiba,,76,24,1
18756,307760,3035219,Cedrela toona,,32,23,1
18757,307199,3035321,Abies spp,,64,20,3
18758,306872,3035705,Acacia catechu,,55,20,4
18759,307468,3035929,Adina cardifolia,,94,15,3
18760,307280,3035527,Albizia spp,,38,18,2
18761,307057,3035262,Alnus nepalensis,,71,21,2
18762,307233,3035291,Anogeissus latifolia,,42,23,4
18763,307244,3035816,Bombax ceiba,,49,20,4
18764,307622,3035305,Abies spp,,68,15,4
18765,307469,3034976,Acacia catechu,,59,28,3
18766,306992,3035753,Adina cardifolia,,85,24,3
18767,307121,3035977,Albizia spp,,15,15,4
18768,307400,3035908,Alnus nepalensis,,68,15,2
18769,307240,3035625,Anogeissus latifolia,,52,22,1
18770,306962,3035411,Bombax ceiba,,55,19,4
18771,306838,3035682,Cedrela toona,,43,16,4
18772,307222,3036053,Dalbergia sissoo,,37,26,1
18773,307634,3035703,Eugenia Jambolana,,26,16,4
18774,307021,3035362,Hymenodictyon excelsum,,69,28,1
18775,307731,3035740,Lagerstroemia parviflora,,92,15,1
18776,307594,3035545,Michelia champaca,,96,27,4
18777,307544,3035543,Pinus roxburghii,,38,27,1
18778,307088,3036043,Pinus wallichiana,,73,17,4
18779,307261,3035524,Quercus spp,,100,16,3
18780,306915,3035569,Schima wallichii,,78,19,3
18781,307268,3035359,Shorea robusta,,52,20,4
18782,306983,3035398,Terminalia alata,,97,21,3
18783,307202,3036109,Trewia nudiflora,,26,18,4
18784,307032,3035972,Tsuga spp,,57,30,4
18785,307266,3035263,Terai spp,,54,23,4
18786,307720,3035486,Hill spp,,60,20,4
18787,307206,3035464,Abies spp,,38,20,2
18788,307916,3035461,Acacia catechu,,53,27,1
18789,306904,3035200,Adina cardifolia,,53,19,3
18790,307037,3035744,Albizia spp,,92,25,3
18791,307256,3035814,Alnus nepalensis,,64,18,1
18792,307258,3035381,Anogeissus latifolia,,51,16,1
18793,306860,3035713,Bombax ceiba,,82,18,2
18794,307476,3035597,Cedrela toona,,34,16,1
18795,307251,3035572,Dalbergia sissoo,,63,22,1
18796,307807,3035440,Eugenia Jambolana,,88,15,1
18797,307166,3035900,Hymenodictyon excelsum,,43,18,2
18798,307577,3035702,Lagerstroemia parviflora,,38,30,2
18799,307007,3035687,Michelia champaca,,45,28,4
18800,307629,3035103,Pinus roxburghii,,32,18,4
18801,307560,3034991,Pinus wallichiana,,27,24,1
18802,307649,3035510,Quercus spp,,54,23,3
18803,307437,3035122,Schima wallichii,,93,19,4
18804,307209,3035865,Shorea robusta,,53,24,2
18805,307056,3035893,Terminalia alata,,11,17,3
18806,307112,3035217,Trewia nudiflora,,10,28,3
18807,307173,3035946,Tsuga spp,,32,22,3
18808,307020,3035837,Terai spp,,50,17,2
18809,307698,3035634,Hill spp,,56,19,3
18810,307466,3035312,Abies spp,,76,24,4
18811,307114,3035386,Acacia catechu,,30,24,2
18812,307157,3035763,Adina cardifolia,,32,22,1
18813,307375,3035923,Albizia spp,,43,28,3
18814,307200,3035364,Alnus nepalensis,,33,16,4
18815,306952,3035215,Anogeissus latifolia,,83,19,2
18816,307485,3035340,Bombax ceiba,,20,16,1
18817,307059,3035610,Cedrela toona,,51,23,3
18818,306928,3035411,Abies spp,,36,17,2
18819,307046,3035469,Acacia catechu,,41,24,1
18820,307066,3036043,Adina cardifolia,,22,22,3
18821,306976,3035752,Albizia spp,,58,18,1
18822,307450,3035309,Alnus nepalensis,,90,26,3
18823,307775,3035407,Anogeissus latifolia,,80,16,2
18824,307144,3035535,Bombax ceiba,,74,20,3
18825,306975,3035693,Cedrela toona,,42,16,4
18826,306941,3035674,Dalbergia sissoo,,33,17,2
18827,307315,3035306,Eugenia Jambolana,,16,29,2
18828,306994,3035487,Hymenodictyon excelsum,,34,18,1
18829,307789,3035663,Lagerstroemia parviflora,,77,16,2
18830,307846,3035281,Michelia champaca,,94,22,4
18831,307900,3035395,Pinus roxburghii,,20,18,2
18832,307473,3035146,Pinus wallichiana,,83,23,2
18833,307044,3035228,Quercus spp,,25,16,2
18834,306966,3035837,Schima wallichii,,40,25,3
18835,307347,3035889,Shorea robusta,,31,25,1
18836,307129,3035989,Terminalia alata,,85,17,2
18837,307337,3034786,Trewia nudiflora,,34,21,1
18838,307562,3035394,Tsuga spp,,17,24,2
18839,306972,3035880,Terai spp,,33,26,4
18840,307132,3035611,Hill spp,,14,22,4
18841,307127,3035404,Abies spp,,96,18,1
18842,307401,3035473,Acacia catechu,,39,23,4
18843,307560,3035848,Adina cardifolia,,100,21,4
18844,307125,3035586,Albizia spp,,66,30,2
18845,307704,3035577,Alnus nepalensis,,67,21,3
18846,307409,3035369,Anogeissus latifolia,,95,16,1
18847,307602,3035399,Bombax ceiba,,69,28,3
18848,307698,3035135,Cedrela toona,,15,16,3
18849,307354,3035660,Dalbergia sissoo,,12,26,4
18850,307358,3035666,Eugenia Jambolana,,74,28,4
18851,307338,3035646,Hymenodictyon excelsum,,55,25,4
18852,307378,3035928,Lagerstroemia parviflora,,13,16,1
18853,307457,3035837,Michelia champaca,,96,15,2
